max_door_frequency,radius,seed,turns,goal_reached,wait_penalty,wait_max_penalty,revisit_penalty,revisit_max_penalty,direction_vector_max_weight,direction_vector_multiplier,direction_vector_pov
10,5,2,5000,False,0.4,inf,0.15,5,5,0.02,50
10,5,0,5000,False,0.4,inf,0.3,2,3,0.02,25
10,5,1,260,False,0.4,inf,0.3,2,3,0.02,25
10,5,2,5000,False,0.4,inf,0.3,2,3,0.02,25
10,5,0,5000,False,0.4,inf,0.3,2,3,0.02,50
10,5,1,5000,False,0.4,inf,0.3,2,3,0.02,50
10,5,2,5000,False,0.4,inf,0.3,2,3,0.02,50
10,5,0,5000,False,0.4,inf,0.3,2,5,0.02,25
10,5,1,271,False,0.4,inf,0.3,2,5,0.02,25
10,5,2,5000,False,0.4,inf,0.3,2,5,0.02,25
10,5,0,5000,False,0.4,inf,0.3,2,5,0.02,50
10,5,1,386,False,0.4,inf,0.3,2,5,0.02,50
10,5,2,5000,False,0.4,inf,0.3,2,5,0.02,50
10,5,0,2656,False,0.4,inf,0.3,5,3,0.02,25
10,5,1,5000,False,0.4,inf,0.3,5,3,0.02,25
10,5,2,3601,False,0.4,inf,0.3,5,3,0.02,25
10,5,0,5000,False,0.4,inf,0.3,5,3,0.02,50
10,5,1,3713,False,0.4,inf,0.3,5,3,0.02,50
10,5,2,5000,False,0.4,inf,0.3,5,3,0.02,50
10,5,0,5000,False,0.4,inf,0.3,5,5,0.02,25
10,5,1,2371,False,0.4,inf,0.3,5,5,0.02,25
10,5,2,5000,False,0.4,inf,0.3,5,5,0.02,25
10,5,0,5000,False,0.4,inf,0.3,5,5,0.02,50
10,5,1,4512,False,0.4,inf,0.3,5,5,0.02,50
10,5,2,5000,False,0.4,inf,0.3,5,5,0.02,50
10,20,0,4915,False,0.2,inf,0.15,2,3,0.02,25
10,20,1,1,False,0.2,inf,0.15,2,3,0.02,25
10,20,2,5000,False,0.2,inf,0.15,2,3,0.02,25
10,20,0,5000,False,0.2,inf,0.15,2,3,0.02,50
10,20,1,1,False,0.2,inf,0.15,2,3,0.02,50
10,20,2,1090,False,0.2,inf,0.15,2,3,0.02,50
10,20,0,5000,False,0.2,inf,0.15,2,5,0.02,25
10,20,1,1,False,0.2,inf,0.15,2,5,0.02,25
10,20,2,5000,False,0.2,inf,0.15,2,5,0.02,25
10,20,0,3079,False,0.2,inf,0.15,2,5,0.02,50
10,20,1,1,False,0.2,inf,0.15,2,5,0.02,50
10,20,2,1425,False,0.2,inf,0.15,2,5,0.02,50
10,20,0,5000,False,0.2,inf,0.15,5,3,0.02,25
10,20,1,1,False,0.2,inf,0.15,5,3,0.02,25
10,20,2,1795,False,0.2,inf,0.15,5,3,0.02,25
10,20,0,5000,False,0.2,inf,0.15,5,3,0.02,50
10,20,1,1,False,0.2,inf,0.15,5,3,0.02,50
10,20,2,1501,False,0.2,inf,0.15,5,3,0.02,50
10,20,0,5000,False,0.2,inf,0.15,5,5,0.02,25
10,20,1,1,False,0.2,inf,0.15,5,5,0.02,25
10,20,2,1681,False,0.2,inf,0.15,5,5,0.02,25
10,20,0,3079,False,0.2,inf,0.15,5,5,0.02,50
10,20,1,1,False,0.2,inf,0.15,5,5,0.02,50
10,20,2,5000,False,0.2,inf,0.15,5,5,0.02,50
10,20,0,5000,False,0.2,inf,0.3,2,3,0.02,25
10,20,1,1,False,0.2,inf,0.3,2,3,0.02,25
10,20,2,665,False,0.2,inf,0.3,2,3,0.02,25
10,20,0,3649,False,0.2,inf,0.3,2,3,0.02,50
10,20,1,1,False,0.2,inf,0.3,2,3,0.02,50
10,20,2,2773,False,0.2,inf,0.3,2,3,0.02,50
10,20,0,3113,False,0.2,inf,0.3,2,5,0.02,25
10,20,1,1,False,0.2,inf,0.3,2,5,0.02,25
10,20,2,3545,False,0.2,inf,0.3,2,5,0.02,25
10,20,0,4161,False,0.2,inf,0.3,2,5,0.02,50
10,20,1,1,False,0.2,inf,0.3,2,5,0.02,50
10,20,2,5000,False,0.2,inf,0.3,2,5,0.02,50
10,20,0,5000,False,0.2,inf,0.3,5,3,0.02,25
10,20,1,1,False,0.2,inf,0.3,5,3,0.02,25
10,20,2,1657,False,0.2,inf,0.3,5,3,0.02,25
10,20,0,4837,False,0.2,inf,0.3,5,3,0.02,50
10,20,1,1,False,0.2,inf,0.3,5,3,0.02,50
10,20,2,4046,False,0.2,inf,0.3,5,3,0.02,50
10,20,0,5000,False,0.2,inf,0.3,5,5,0.02,25
10,20,1,1,False,0.2,inf,0.3,5,5,0.02,25
10,20,2,1817,False,0.2,inf,0.3,5,5,0.02,25
10,20,0,3169,False,0.2,inf,0.3,5,5,0.02,50
10,20,1,1,False,0.2,inf,0.3,5,5,0.02,50
10,20,2,1721,False,0.2,inf,0.3,5,5,0.02,50
10,20,0,5000,False,0.4,inf,0.15,2,3,0.02,25
10,20,1,1,False,0.4,inf,0.15,2,3,0.02,25
10,20,2,5000,False,0.4,inf,0.15,2,3,0.02,25
10,20,0,5000,False,0.4,inf,0.15,2,3,0.02,50
10,20,1,1,False,0.4,inf,0.15,2,3,0.02,50
10,20,2,5000,False,0.4,inf,0.15,2,3,0.02,50
10,20,0,2971,False,0.4,inf,0.15,2,5,0.02,25
10,20,1,1,False,0.4,inf,0.15,2,5,0.02,25
10,20,2,729,False,0.4,inf,0.15,2,5,0.02,25
10,20,0,5000,False,0.4,inf,0.15,2,5,0.02,50
10,20,1,1,False,0.4,inf,0.15,2,5,0.02,50
10,20,2,5000,False,0.4,inf,0.15,2,5,0.02,50
10,20,0,4377,False,0.4,inf,0.15,5,3,0.02,25
10,20,1,1,False,0.4,inf,0.15,5,3,0.02,25
10,20,2,2041,False,0.4,inf,0.15,5,3,0.02,25
10,20,0,5000,False,0.4,inf,0.15,5,3,0.02,50
10,20,1,1,False,0.4,inf,0.15,5,3,0.02,50
10,20,2,5000,False,0.4,inf,0.15,5,3,0.02,50
